Station.Code,DateTimeStamp,F_Record,Temp,F_Temp,SpCond,F_SpCond,Sal,F_Sal,DO_pct,F_DO_pct,DO_mgl,F_DO_mgl,Depth,F_Depth,pH,F_pH,Turb,F_Turb
sfbrbwq,1/1/22 0:00, ,10.4,0,40.74,0,26,0,92.6,0,8.8,0,1.99,0,7.9,0,7,0
sfbrbwq,1/1/22 0:15, ,9.9,0,40.26,0,25.6,0,92.1,0,8.8,0,1.94,0,7.9,0,6,0
sfbrbwq,1/1/22 0:30, ,10.2,0,40.55,0,25.8,0,92.3,0,8.8,0,1.93,0,7.9,0,7,0
sfbrbwq,1/1/22 0:45, ,10.1,0,40.46,0,25.8,0,92,0,8.8,0,1.92,0,7.9,0,6,0
sfbrbwq,1/1/22 1:00, ,10,0,40.29,0,25.6,0,92.3,0,8.9,0,1.84,0,7.9,0,6,0
sfbrbwq,1/1/22 1:15, ,10.2,0,40.47,0,25.8,0,92.7,0,8.8,0,1.79,0,7.9,0,6,0
sfbrbwq,1/1/22 1:30, ,10.3,0,40.59,0,25.9,0,92.2,0,8.8,0,1.74,0,7.9,0,6,0
sfbrbwq,1/1/22 1:45, ,10.4,0,40.65,0,25.9,0,92.4,0,8.8,0,1.69,0,7.9,0,6,0
sfbrbwq,1/1/22 2:00, ,10.4,0,40.66,0,25.9,0,90.7,0,8.6,0,1.66,0,7.9,0,5,0
sfbrbwq,1/1/22 2:15, ,10.4,0,40.66,0,25.9,0,90,0,8.5,0,1.63,0,7.9,0,6,0
sfbrbwq,1/1/22 2:30, ,10.4,0,40.66,0,25.9,0,91.2,0,8.7,0,1.6,0,7.9,0,6,0
sfbrbwq,1/1/22 2:45, ,10.4,0,40.71,0,25.9,0,91.2,0,8.6,0,1.56,0,7.9,0,6,0
sfbrbwq,1/1/22 3:00, ,10.4,0,40.67,0,25.9,0,90,0,8.5,0,1.54,0,7.9,0,6,0
sfbrbwq,1/1/22 3:15, ,10.4,0,40.66,0,25.9,0,90.2,0,8.6,0,1.55,0,7.9,0,6,0
sfbrbwq,1/1/22 3:30, ,10.4,0,40.65,0,25.9,0,90.5,0,8.6,0,1.54,0,7.9,0,5,0
sfbrbwq,1/1/22 3:45, ,10.2,0,40.45,0,25.8,0,90.6,0,8.6,0,1.56,0,7.9,0,6,0
sfbrbwq,1/1/22 4:00, ,10.2,0,40.44,0,25.7,0,90.8,0,8.7,0,1.6,0,7.9,0,6,0
sfbrbwq,1/1/22 4:15, ,10.2,0,40.52,0,25.8,0,90.8,0,8.7,0,1.62,0,7.9,0,6,0
sfbrbwq,1/1/22 4:30, ,10.2,0,40.5,0,25.8,0,90.2,0,8.6,0,1.66,0,7.8,0,6,0
sfbrbwq,1/1/22 4:45, ,10.2,0,40.49,0,25.8,0,90.2,0,8.6,0,1.71,0,7.8,0,6,0
sfbrbwq,1/1/22 5:00, ,10.2,0,40.5,0,25.8,0,89.3,0,8.5,0,1.78,0,7.8,0,5,0
sfbrbwq,1/1/22 5:15, ,10.2,0,40.45,0,25.8,0,89.9,0,8.6,0,1.82,0,7.8,0,5,0
sfbrbwq,1/1/22 5:30, ,10.2,0,40.43,0,25.7,0,90.1,0,8.6,0,1.89,0,7.8,0,6,0
sfbrbwq,1/1/22 5:45, ,10.2,0,40.44,0,25.7,0,90.2,0,8.6,0,1.97,0,7.8,0,6,0
sfbrbwq,1/1/22 6:00, ,10.2,0,40.39,0,25.7,0,90,0,8.6,0,2.06,0,7.8,0,6,0
sfbrbwq,1/1/22 6:15, ,10.1,0,40.35,0,25.7,0,89.6,0,8.6,0,2.16,0,7.8,0,5,0
sfbrbwq,1/1/22 6:30, ,10.2,0,40.37,0,25.7,0,88.5,0,8.4,0,2.24,0,7.8,0,5,0
sfbrbwq,1/1/22 6:45, ,10.6,0,41.08,0,26.2,0,86.1,0,8.1,0,2.32,0,7.8,0,7,0
sfbrbwq,1/1/22 7:00, ,10.8,0,42.51,0,27.2,0,86.7,0,8.1,0,2.39,0,7.8,0,9,0
sfbrbwq,1/1/22 7:15, ,10.9,0,43.29,0,27.8,0,86.8,0,8.1,0,2.46,0,7.8,0,8,0
sfbrbwq,1/1/22 7:30, ,10.9,0,43.64,0,28,0,87.6,0,8.1,0,2.53,0,7.8,0,8,0
sfbrbwq,1/1/22 7:45, ,10.9,0,43.86,0,28.2,0,87.9,0,8.1,0,2.59,0,7.8,0,7,0
sfbrbwq,1/1/22 8:00, ,10.9,0,44,0,28.3,0,87.8,0,8.1,0,2.64,0,7.8,0,7,0
sfbrbwq,1/1/22 8:15, ,10.9,0,44.04,0,28.3,0,87.4,0,8.1,0,2.7,0,7.8,0,6,0
sfbrbwq,1/1/22 8:30, ,10.9,0,44.03,0,28.3,0,88.2,0,8.1,0,2.75,0,7.8,0,7,0
sfbrbwq,1/1/22 8:45, ,10.9,0,44.07,0,28.3,0,88.3,0,8.2,0,2.81,0,7.8,0,6,0
sfbrbwq,1/1/22 9:00, ,10.9,0,44.05,0,28.3,0,88.6,0,8.2,0,2.86,0,7.8,0,6,0
sfbrbwq,1/1/22 9:15, ,10.9,0,43.98,0,28.3,0,87.6,0,8.1,0,2.9,0,7.8,0,5,0
sfbrbwq,1/1/22 9:30, ,10.9,0,44.1,0,28.4,0,88.2,0,8.1,0,2.9,0,7.8,0,6,0
sfbrbwq,1/1/22 9:45, ,10.9,0,44.09,0,28.4,0,86.8,0,8,0,2.89,0,7.8,0,4,0
sfbrbwq,1/1/22 10:00, ,10.9,0,44.08,0,28.4,0,86.7,0,8,0,2.89,0,7.8,0,5,0
sfbrbwq,1/1/22 10:15, ,11,0,44.07,0,28.3,0,88.7,0,8.2,0,2.85,0,7.8,0,6,0
sfbrbwq,1/1/22 10:30, ,11,0,44.07,0,28.3,0,89,0,8.2,0,2.79,0,7.8,0,6,0
sfbrbwq,1/1/22 10:45, ,10.9,0,44.04,0,28.3,0,89,0,8.2,0,2.73,0,7.8,0,5,0
sfbrbwq,1/1/22 11:00, ,11,0,44.03,0,28.3,0,89.5,0,8.3,0,2.65,0,7.8,0,6,0
sfbrbwq,1/1/22 11:15, ,10.9,0,43.99,0,28.3,0,89.5,0,8.3,0,2.55,0,7.8,0,5,0
sfbrbwq,1/1/22 11:30, ,10.9,0,43.95,0,28.3,0,90.3,0,8.3,0,2.46,0,7.8,0,5,0
sfbrbwq,1/1/22 11:45, ,10.9,0,43.91,0,28.2,0,90.8,0,8.4,0,2.34,0,7.9,0,6,0
sfbrbwq,1/1/22 12:00, ,10.7,0,42.66,0,27.3,0,90.6,0,8.5,0,2.2,0,7.9,0,6,0
sfbrbwq,1/1/22 12:15, ,10.7,0,41.89,0,26.8,0,89.5,0,8.4,0,2.05,0,7.8,0,5,0
sfbrbwq,1/1/22 12:30, ,10.6,0,41.89,0,26.8,0,90.3,0,8.5,0,1.91,0,7.9,0,5,0
sfbrbwq,1/1/22 12:45, ,10.7,0,41.98,0,26.9,0,90.6,0,8.5,0,1.76,0,7.9,0,5,0
sfbrbwq,1/1/22 13:00, ,10.8,0,42.48,0,27.2,0,92.1,0,8.6,0,1.62,0,7.9,0,5,0
sfbrbwq,1/1/22 13:15, ,10.8,0,42.5,0,27.2,0,94,0,8.8,0,1.52,0,7.9,0,6,0
sfbrbwq,1/1/22 13:30, ,10.7,0,42.28,0,27.1,0,97.1,0,9.1,0,1.39,0,7.9,0,6,0
sfbrbwq,1/1/22 13:45, ,10.7,0,42.31,0,27.1,0,100.2,0,9.4,0,1.24,0,7.9,0,7,0
sfbrbwq,1/1/22 14:00, ,10.7,0,41.82,0,26.7,0,102.9,0,9.7,0,1.12,0,8,0,7,0
sfbrbwq,1/1/22 14:15, ,10.6,0,41.58,0,26.6,0,103.9,0,9.8,0,1,0,8,0,6,0
sfbrbwq,1/1/22 14:30, ,10.7,0,41.33,0,26.4,0,106,0,9.9,0,0.89,0,8,0,6,0
sfbrbwq,1/1/22 14:45, ,10.8,0,41.37,0,26.4,0,111.3,0,10.4,0,0.78,0,8,0,7,0
sfbrbwq,1/1/22 15:00, ,10.8,0,40.99,0,26.2,0,110.7,0,10.4,0,0.69,0,8,0,7,0
sfbrbwq,1/1/22 15:15, ,10.7,0,40.57,0,25.9,0,109.9,0,10.4,0,0.61,0,8,0,7,0
sfbrbwq,1/1/22 15:30, ,10.7,0,40.44,0,25.8,0,113.4,0,10.7,0,0.52,0,8.1,0,7,0
sfbrbwq,1/1/22 15:45, ,10.8,0,40.39,0,25.7,0,116,0,10.9,0,0.45,0,8.1,0,7,0
sfbrbwq,1/1/22 16:00, ,10.9,0,40.36,0,25.7,0,118.5,0,11.1,0,0.39,0,8.1,0,6,0
sfbrbwq,1/1/22 16:15, ,10.9,0,40.41,0,25.8,0,122.4,0,11.5,0,0.33,0,8.2,0,7,0
sfbrbwq,1/1/22 16:30, ,10.9,0,40.47,0,25.8,0,125.3,0,11.8,0,0.29,0,8.2,0,7,0
sfbrbwq,1/1/22 16:45, ,10.8,0,40.5,0,25.8,0,126.9,0,11.9,0,0.27,0,8.2,0,6,0
sfbrbwq,1/1/22 17:00, ,10.8,0,40.51,0,25.8,0,126.5,0,11.9,0,0.26,0,8.2,0,6,0
sfbrbwq,1/1/22 17:15, ,10.8,0,40.51,0,25.8,0,125.7,0,11.8,0,0.26,0,8.2,0,5,0
sfbrbwq,1/1/22 17:30, ,10.7,0,40.53,0,25.8,0,125.1,0,11.8,0,0.27,0,8.2,0,5,0
sfbrbwq,1/1/22 17:45, ,10.6,0,40.53,0,25.8,0,124.2,0,11.7,0,0.31,0,8.2,0,14,0
sfbrbwq,1/1/22 18:00, ,10.6,0,40.5,0,25.8,0,120.6,0,11.4,0,0.35,0,8.2,0,9,0
sfbrbwq,1/1/22 18:15, ,10.5,0,40.46,0,25.8,0,117.7,0,11.1,0,0.41,0,8.1,0,9,0
sfbrbwq,1/1/22 18:30, ,10.5,0,40.47,0,25.8,0,114,0,10.8,0,0.52,0,8.1,0,8,0
sfbrbwq,1/1/22 18:45, ,10.4,0,40.54,0,25.8,0,110.8,0,10.5,0,0.61,0,8.1,0,7,0
sfbrbwq,1/1/22 19:00, ,10.4,0,40.63,0,25.9,0,107.6,0,10.2,0,0.7,0,8,0,10,0
sfbrbwq,1/1/22 19:15, ,10.4,0,41,0,26.2,0,106.2,0,10.1,0,0.79,0,8,0,9,0
sfbrbwq,1/1/22 19:30, ,10.4,0,41.17,0,26.3,0,103.7,0,9.8,0,0.89,0,8,0,10,0
sfbrbwq,1/1/22 19:45, ,10.2,0,41.18,0,26.3,0,105.4,0,10,0,1.01,0,8,0,10,0
sfbrbwq,1/1/22 20:00, ,10.2,0,40.63,0,25.9,0,101.1,0,9.6,0,1.13,0,8,0,11,0
sfbrbwq,1/1/22 20:15, ,10.2,0,39.89,0,25.4,0,96.8,0,9.2,0,1.25,0,7.9,0,12,0
sfbrbwq,1/1/22 20:30, ,10.3,0,39.55,0,25.1,0,93.9,0,9,0,1.35,0,7.9,0,10,0
sfbrbwq,1/1/22 20:45, ,10.3,0,39.54,0,25.1,0,93.4,0,8.9,0,1.43,0,7.9,0,11,0
sfbrbwq,1/1/22 21:00, ,10.3,0,39.96,0,25.4,0,93.9,0,8.9,0,1.52,0,7.9,0,10,0
sfbrbwq,1/1/22 21:15, ,10.4,0,40.26,0,25.6,0,94,0,8.9,0,1.61,0,7.9,0,9,0
sfbrbwq,1/1/22 21:30, ,10.3,0,40.26,0,25.6,0,94.4,0,9,0,1.68,0,7.9,0,11,0
sfbrbwq,1/1/22 21:45, ,10.4,0,40.13,0,25.5,0,93.9,0,8.9,0,1.76,0,7.9,0,11,0
sfbrbwq,1/1/22 22:00, ,10.4,0,40.09,0,25.5,0,93.6,0,8.9,0,1.82,0,7.9,0,9,0
sfbrbwq,1/1/22 22:15, ,10.4,0,39.97,0,25.4,0,93.4,0,8.9,0,1.91,0,7.9,0,10,0
sfbrbwq,1/1/22 22:30, ,10.4,0,39.94,0,25.4,0,93.1,0,8.9,0,1.98,0,7.9,0,10,0
sfbrbwq,1/1/22 22:45, ,10.4,0,39.94,0,25.4,0,92.9,0,8.8,0,2.02,0,7.9,0,10,0
sfbrbwq,1/1/22 23:00, ,10.4,0,40.03,0,25.5,0,92.1,0,8.8,0,2.06,0,7.9,0,8,0
sfbrbwq,1/1/22 23:15, ,10.4,0,40.04,0,25.5,0,89.1,0,8.5,0,2.1,0,7.8,0,6,0
sfbrbwq,1/1/22 23:30, ,10.4,0,39.86,0,25.3,0,91.9,0,8.7,0,2.13,0,7.9,0,8,0
sfbrbwq,1/1/22 23:45, ,10.4,0,39.95,0,25.4,0,90.7,0,8.6,0,2.12,0,7.9,0,8,0
sfbrbwq,1/2/22 0:00, ,10.4,0,40,0,25.4,0,89.6,0,8.5,0,2.13,0,7.8,0,7,0
sfbrbwq,1/2/22 0:15, ,10.4,0,40.01,0,25.5,0,88.4,0,8.4,0,2.14,0,7.8,0,6,0
sfbrbwq,1/2/22 0:30, ,10.4,0,40.02,0,25.5,0,89.9,0,8.5,0,2.12,0,7.8,0,7,0
sfbrbwq,1/2/22 0:45, ,10.4,0,39.99,0,25.4,0,90.6,0,8.6,0,2.09,0,7.9,0,8,0
sfbrbwq,1/2/22 1:00, ,10.4,0,39.94,0,25.4,0,88.8,0,8.5,0,2.07,0,7.8,0,6,0
sfbrbwq,1/2/22 1:15, ,10.4,0,39.91,0,25.4,0,89.9,0,8.6,0,2.06,0,7.8,0,7,0
sfbrbwq,1/2/22 1:30, ,10.4,0,39.92,0,25.4,0,87.8,0,8.4,0,2.02,0,7.8,0,6,0
sfbrbwq,1/2/22 1:45, ,10.3,0,39.96,0,25.4,0,89.3,0,8.5,0,1.98,0,7.8,0,8,0
sfbrbwq,1/2/22 2:00, ,10.3,0,40.33,0,25.7,0,92.7,0,8.8,0,1.91,0,7.9,0,8,0
sfbrbwq,1/2/22 2:15, ,10.3,0,40.64,0,25.9,0,94.8,0,9,0,1.84,0,7.9,0,8,0
sfbrbwq,1/2/22 2:30, ,10.3,0,40.68,0,25.9,0,94.1,0,9,0,1.79,0,7.9,0,7,0
sfbrbwq,1/2/22 2:45, ,10.2,0,40.71,0,25.9,0,93.3,0,8.9,0,1.76,0,7.9,0,7,0
sfbrbwq,1/2/22 3:00, ,10.2,0,40.71,0,25.9,0,95.7,0,9.1,0,1.71,0,7.9,0,7,0
sfbrbwq,1/2/22 3:15, ,10.2,0,40.74,0,26,0,95.2,0,9.1,0,1.66,0,7.9,0,6,0
sfbrbwq,1/2/22 3:30, ,10.2,0,40.77,0,26,0,95.7,0,9.1,0,1.66,0,7.9,0,6,0
